Cluster,Topic,Title
0,시장 민주당 성추행 당선 의원,[인사] SKC코오롱PI   여성가족부   인사혁신처 등
0,시장 민주당 성추행 당선 의원,코로나 아픔  단비 같은 글로 감싸드립니다
0,시장 민주당 성추행 당선 의원,[천자 칼럼] M&A는 축복? 저주?
0,시장 민주당 성추행 당선 의원,포스코에너지  지역아동센터에 '4월의 크리스마스' 선물
0,시장 민주당 성추행 당선 의원,판문점·DMZ서 연주했던 美 첼로 거장 린 하렐 별세
0,시장 민주당 성추행 당선 의원,英 '워호스' 첫 내한공연 결국 무산
0,시장 민주당 성추행 당선 의원,'한국판 BBC프롬스' 8월 서울서 열린다
0,시장 민주당 성추행 당선 의원,도로·공항·관광지로 쏟아져 나온 사람들
0,시장 민주당 성추행 당선 의원,5월 1일 날씨 : 최고 32도…성큼 다가온 여름
0,시장 민주당 성추행 당선 의원,[책마을] 경기침체 위기의 한국…강력한 금융정책이 답!
0,시장 민주당 성추행 당선 의원,[책마을] 3000년 前부터 시작된 가짜 뉴스…"우리의 지식은 오류로
0,시장 민주당 성추행 당선 의원,[책마을] 겸재 정선의 그림엔 '정치적 기상도'가 담겨 있었다
0,시장 민주당 성추행 당선 의원,요동 치는 밥상물가…삼겹살·양배추↑  우유값↓
0,시장 민주당 성추행 당선 의원,아티스트 김아타 "존재 본질 찾아 헤맨지 30년…자연이 그리게 했죠"
0,시장 민주당 성추행 당선 의원,백화점 황금연휴 세일 돌입
0,시장 민주당 성추행 당선 의원,김현준 뷰노 대표 "의사 진단 돕는 AI패키지로 건강검진 시장 공략"
0,시장 민주당 성추행 당선 의원,엠디뮨  오스트리아 대학과 '엑소좀' 연구
0,시장 민주당 성추행 당선 의원,제넥신 "자궁경부암 DNA백신…면역항암제 효과 3배 높였다"
0,시장 민주당 성추행 당선 의원,"수건 가져왔어요"…호텔 로봇의 진화
0,시장 민주당 성추행 당선 의원,어린이날 선물로 키즈폰 '0원'에 사볼까
0,시장 민주당 성추행 당선 의원,"원격근무·클라우드가 대세인데…가명정보 '공간 제한'은 시대착오"
0,시장 민주당 성추행 당선 의원,[단독] 서울시  이달 초 현대차 GBC 착공 허가
0,시장 민주당 성추행 당선 의원,"취업 잘된다"…1000만원 수강료에도 줄 잇는 교육생들
0,시장 민주당 성추행 당선 의원,[단독] 재개발 때 임대주택 더 지으면 분양가상한제 풀어준다
0,시장 민주당 성추행 당선 의원,지자체 '재난지원금' 까보니…강원 100만원 vs 포천 280만원
0,시장 민주당 성추행 당선 의원,출근하면 협력사부터 챙기는 사장님…달라진 '을'의 위상
0,시장 민주당 성추행 당선 의원,홍준표 "대선주자는 밑바닥서부터 커야…'꽃가마' 안된다"
0,시장 민주당 성추행 당선 의원,"통합당 진로 새 원내대표가 결정"…黨지도부 손뗐다
0,시장 민주당 성추행 당선 의원,오거돈·양정숙 여파…문 대통령·민주당 지지율 하락
0,시장 민주당 성추행 당선 의원,"렘데시비르  상당한 치료 효과"…美 '코로나 봉쇄' 해제 빨라지나
0,시장 민주당 성추행 당선 의원,"위기 때 복원력 강한 공급망 분산이 낫다"
0,시장 민주당 성추행 당선 의원,MS  원격·재택 늘자 클라우드 수요 몰렸다
0,시장 민주당 성추행 당선 의원,닥터 둠 "세계경제 U자 회복 후 '더 큰 대공황' 온다"
0,시장 민주당 성추행 당선 의원,[주목! 이 책] 먼나라 이웃나라  러시아 1·2
0,시장 민주당 성추행 당선 의원,[주목! 이 책] 다시 돌아가 만나기가 어렵다
0,시장 민주당 성추행 당선 의원,전경련  최고경영자과정 '언택트 마케팅' 등 12일 개강
0,시장 민주당 성추행 당선 의원,아시아나 '착륙사고' 샌프란시스코 노선 운항 재개
0,시장 민주당 성추행 당선 의원,경계현 삼성전기 사장의 '무엇이든 물어보세요' 경영
0,시장 민주당 성추행 당선 의원,"고분양가 논란 딛고 수영장 등 한국 최고의 커뮤니티 만들었죠"
0,시장 민주당 성추행 당선 의원,경기도 최고가는 정용진 신세계 부회장 주택
0,시장 민주당 성추행 당선 의원,총선 후 '빨간불' 목동 재건축…8단지 "안전진단 취소하겠다"
0,시장 민주당 성추행 당선 의원,멈췄던 유상증자  증시 반등하자 재시동
0,시장 민주당 성추행 당선 의원,개미들  지난달 코스피 하락에 1조 베팅
0,시장 민주당 성추행 당선 의원,지각변동 美 ETF시장 보면…'포스트 코로나' 주인공 보인다
0,시장 민주당 성추행 당선 의원,"추천 인재 입사하면 2000만원 포상"…'구인전쟁' 벌어진 곳
0,시장 민주당 성추행 당선 의원,"바꾸고  없애고  홀렸다"…현대·기아차 '코로나 치명상' 피한 비결
0,시장 민주당 성추행 당선 의원,"내 월급 깎일 수도"…우울한 가계 전망
0,시장 민주당 성추행 당선 의원,檢  황운하 압수수색…與일각 "표적수사"
0,시장 민주당 성추행 당선 의원,검찰  황운하 사무실 7시간 압수수색…박스 1개 분량 자료 확보
0,시장 민주당 성추행 당선 의원,홍준표 "왜 좌파진영에서만 성추문 끊이지 않나…자문해보라"
0,시장 민주당 성추행 당선 의원,이정은·최혜진·유소연 女골프 `맞대결` 펼친다
0,시장 민주당 성추행 당선 의원,김영춘 "민주당 부산 정치인들 모두가 `죄인`이 된 심정"
0,시장 민주당 성추행 당선 의원,`오거돈 성추행 장소` 부산시장 집무실에 CCTV 없어
0,시장 민주당 성추행 당선 의원,오거돈 성추행 피해자 진술하나
0,시장 민주당 성추행 당선 의원,與  잇단 성비위에 TF 구성 "오거돈 성추행은 진짜 몰랐다"
0,시장 민주당 성추행 당선 의원,한국갤럽 "문대통령 국정지지도 3%포인트 올라 62%"
0,시장 민주당 성추행 당선 의원,민주 원내대표 경선 `3파전` 될까…주말까지 교통정리
0,시장 민주당 성추행 당선 의원,`어기구`부터 `오거돈`까지…"열린우리당의 아픔"은 통하지 않았다
0,시장 민주당 성추행 당선 의원,[속보] 검찰  황운하 당선인 사무실 압수수색
0,시장 민주당 성추행 당선 의원,[속보] 김종인  통합당 비대위원장 수락…28일 전국위 열기로
0,시장 민주당 성추행 당선 의원,민주당  27일 윤리심판원 회의서 `성추행` 오거돈 제명 논의
0,시장 민주당 성추행 당선 의원,이인영 "통합당 끝내 입장 안바꾸면 다시 태어날길 완전 봉쇄"
0,시장 민주당 성추행 당선 의원,이언주 "오거돈 성추행 왜 이제서야…더불어는 역시 미투당"
0,시장 민주당 성추행 당선 의원,김두관 "오거돈 제명 당연…성추행 사건 반복은 사회적 경각심 부족"
1,기부 비폭력대화 사진 족발 총리,"조세회피 무관한 기부엔 과세 말아야"
1,기부 비폭력대화 사진 족발 총리,[주목! 이 책] 시작합니다  비폭력대화
1,기부 비폭력대화 사진 족발 총리,청와대 "긴급재난지원금 이렇게 지급하는 걸로 구상합니다"
1,기부 비폭력대화 사진 족발 총리,[깨알뉴스] 사진 실수! 사과합니다…"허투루 듣지 않겠다"
1,기부 비폭력대화 사진 족발 총리,`미친 아이디어`에 꽂힌 국가·기업…`룬샷`을 완성하다
1,기부 비폭력대화 사진 족발 총리,매운 족발 때문에…`사진 도용` 꼬리표 단 `이낙연`
1,기부 비폭력대화 사진 족발 총리,민주 설훈 최고위원 "전두환 `5·18 운동 왜곡` 증거 확인…석고대죄해야"
1,기부 비폭력대화 사진 족발 총리,[핫이슈] 지원금기부 인증 놀이를 하고 싶은 것인가
2,마스크 착용 자가격리 안심밴드 위반자,부처님오신날…마스크 쓰고 거리 두고 합장
2,마스크 착용 자가격리 안심밴드 위반자,연휴 첫날 맛집앞 긴 줄…"거리두기 걱정되네"
2,마스크 착용 자가격리 안심밴드 위반자,아파트 세입자도 동대표 될 수 있다
2,마스크 착용 자가격리 안심밴드 위반자,27일부터 공적마스크 `1인3장`…대리구매는 5부제 적용 완화
2,마스크 착용 자가격리 안심밴드 위반자,"자가격리 위반자  27일부터 안심밴드 착용…미동의시 시설격리"
2,마스크 착용 자가격리 안심밴드 위반자,[속보] 정부 "자가격리 위반자 안심밴드 착용 27일부터 적용"
2,마스크 착용 자가격리 안심밴드 위반자,`뱀이다`…서울시 `5월엔 뱀 출몰 주의보`
2,마스크 착용 자가격리 안심밴드 위반자,정총리 "공적 마스크 구매량  다음주부터 1인당 3매로 확대"
2,마스크 착용 자가격리 안심밴드 위반자,아베가 앞장서 밀어붙인 천 마스크  벌레나오자 결국…
2,마스크 착용 자가격리 안심밴드 위반자,압구정 현대아파트 3천가구 150분간 정전…원인은?
2,마스크 착용 자가격리 안심밴드 위반자,코로나19에 독일·이탈리아 등 유럽서 `마스크 의무화` 속속 선택
2,마스크 착용 자가격리 안심밴드 위반자,[속보] 정총리 "공적 마스크 구매량  다음주부터 1인당 3매로 확대"
3,지원 억원 규모 대한항공 회사채,채널A 압수수색  2박3일 만에 완료
3,지원 억원 규모 대한항공 회사채,"年 3%대 금리가 어디냐"…회사채로 몰리는 개미들
3,지원 억원 규모 대한항공 회사채,출자 통한 지원 20% 이내로 제한…지분 되팔 땐 기업에 우선매수권
3,지원 억원 규모 대한항공 회사채,카카오뱅크·케이뱅크도 대출 유예 신청 받는다
3,지원 억원 규모 대한항공 회사채,농업보조금에 `기본소득` 프레임…경기도 꼼수에 농민단체들 눈살
3,지원 억원 규모 대한항공 회사채,7대 기간산업 첫 지원…은성수 "지분 취득해도 의결권 행사안해"
3,지원 억원 규모 대한항공 회사채,[종합] 정부 "전국민 재난지원금 추경 규모 11조2000억원으로 확대"
3,지원 억원 규모 대한항공 회사채,정부 "전국민 재난지원금 지급 위해 국채 3조6000억원 발행"
3,지원 억원 규모 대한항공 회사채,[종합] 산은·수은  대한항공에 유동성 고갈 숨통…1조2000억원 신규 지원
3,지원 억원 규모 대한항공 회사채,산은·수은  대한항공 유동성 지원방안 발표…1조원대 수혈 예상
3,지원 억원 규모 대한항공 회사채,미 의회  코로나19 대응 600조원 규모 4단계 예산 법안 통과
3,지원 억원 규모 대한항공 회사채,[Money & Riches] 재테크 하고 가족애도 나누고…금융권의 `1석2조` 상품
3,지원 억원 규모 대한항공 회사채,[함께 뛰는 공기업] 친환경 기술개발 힘 쓰고…코로나 극복에 힘 보태고
4,비대위 김종 의원 통합당 위원장,'전면 개헌' 군불 때는 與…토지공개념·대통령 연임제 밀어붙이나
4,비대위 김종 의원 통합당 위원장,트럼프 "한국  방위비 더 내기로 합의"…靑 즉각 부인
4,비대위 김종 의원 통합당 위원장,4년 대통령 연임제도 개헌안에 담기나 '촉각'
4,비대위 김종 의원 통합당 위원장,美 경제 어떻길래…파월이 거꾸로 트럼프에게 "돈 더 풀어라"
4,비대위 김종 의원 통합당 위원장,`김종인 비대위`에 벌써 태클…黨중진들 "무소불위 권한 탐하나"
4,비대위 김종 의원 통합당 위원장,[레이더P] 주호영 "외부 비대위원장 성공한 적 별로 없지만  사람이 없다"
4,비대위 김종 의원 통합당 위원장,"장모도 모르는 일을 어찌 아나"…`비서관 가정폭력 논란`에 입 연 김병기
4,비대위 김종 의원 통합당 위원장,조경태 "무소불위 비대위 용납 못해…김종인  전당대회 출마하라"
4,비대위 김종 의원 통합당 위원장,[종합] 통합당  `김종인 비대위` 체제로…28일 공식 출범
4,비대위 김종 의원 통합당 위원장,이준석 "김종인 말고 다른 카드 있나?…임기 논쟁 자체가 희한"
4,비대위 김종 의원 통합당 위원장,유승민 "文정부 위선보고도 통합당 안찍어…그정도로 우린 밉상"
4,비대위 김종 의원 통합당 위원장,김종인  통합당 비대위원장직 수락…28일 전국위 개최
4,비대위 김종 의원 통합당 위원장,[레이더P] 김종인  통합당 비대위원장 수락…일부 의원들 반발
4,비대위 김종 의원 통합당 위원장,`한국산 진단키트` 트럼프가 못마땅해도 주지사들은…
5,김여정 북한 정도 어제 올해,공무원이 박봉?…올해 月평균 539만원 받는다
5,김여정 북한 정도 어제 올해,일감 부족 이 정도일 줄이야…젊은 변호사들 "생계가 걱정"
5,김여정 북한 정도 어제 올해,통일부 "6.15 선언 20주년  남북공동행사·이산가족 상봉 추진"
5,김여정 북한 정도 어제 올해,건조특보 내려진 강원 내륙 곳곳 산불 잇따라
5,김여정 북한 정도 어제 올해,`김정은 신변이상설`에 정부 "특이 동향 없다" 다시 강조
5,김여정 북한 정도 어제 올해,[속보]코로나19 어제 신규확진 6명…누적 1만708명
5,김여정 북한 정도 어제 올해,[레이더P] 태구민 "北 60·70대 보좌 눈에 김여정은 애송이  고민할 것"
5,김여정 북한 정도 어제 올해,태영호 "친위세력에게 김여정은 `애송이`…김평일 주목해야"
6,왕국 수중 얼음공주 부위 부부,수중 왕국으로 간 얼음공주
7,쏘울 메이트 세기 부위 부부,[주목! 이 책] 세기의 쏘울 메이트
8,혐의 선고 아내 범행 금팔찌,아내 지인 살해하고 금품빼앗은 피의자  시신 발견에도 부인
8,혐의 선고 아내 범행 금팔찌,`관악구 모자 살인` 남편  1심서 무기징역
8,혐의 선고 아내 범행 금팔찌,버닝썬 유착 의혹 `경찰총장` 윤규근 총경  1심 무죄
8,혐의 선고 아내 범행 금팔찌,미스터리 `부천 링거 사망 사건`…법원  여자친구에 살인죄 인정
8,혐의 선고 아내 범행 금팔찌,`4억 사기 혐의` 마이크로닷 부모 항소심서도 실형
8,혐의 선고 아내 범행 금팔찌,전주 30대女 강도살인 피의자  시신 발견에 한말이…
8,혐의 선고 아내 범행 금팔찌,가로세로연구소 운영진 `선거법 위반 혐의`로 고발돼
8,혐의 선고 아내 범행 금팔찌,버닝썬 유착 의혹 `경찰총장` 1심 무죄…6개월만에 석방
8,혐의 선고 아내 범행 금팔찌,음주운전 차량이 출근길 버스정류장 덮쳐 2명 사상
8,혐의 선고 아내 범행 금팔찌,살해한 여성 금팔찌 아내에게 준 피의자
8,혐의 선고 아내 범행 금팔찌,톰 행크스  `코로나` 이름 놀림당한 소년에게 준 선물이…
8,혐의 선고 아내 범행 금팔찌,71살에 또 득남한 유명 할리우드 배우 누구일까
9,삼성 알파 플렉스 갤럭시 가전,삼성 '갤럭시 북 플렉스 알파' 나온다
9,삼성 알파 플렉스 갤럭시 가전,희비 엇갈린 애플·삼성…'계란' 나눠담은 삼성이 옳았다
9,삼성 알파 플렉스 갤럭시 가전,가전과 인테리어의 콜라보…삼성·까사미아 또 뭉쳤다
9,삼성 알파 플렉스 갤럭시 가전,프로축구 K리그  5월 8일 전주서 `무관중 경기`로 개막
10,해체 복잡 고리1호 셈법 부위,더 복잡해진 고리1호기 '해체 셈법'
11,통과 지급 긴급재난지원금 추경 청와대,'n번방 방지법' 국회 통과…미성년자 성범죄 공소시효 폐지
11,통과 지급 긴급재난지원금 추경 청와대,"묻고 더블로 가"…12조 통과되자마자 30조 추경 꺼내든 여당
11,통과 지급 긴급재난지원금 추경 청와대,인터넷은행법 개정안 간신히 통과…채이배  반대했던 의원 호명하며
11,통과 지급 긴급재난지원금 추경 청와대,SOC 연기하고  기금 끌어오고…2차 추경 12.2조원 재원 마련 '꼼수'
11,통과 지급 긴급재난지원금 추경 청와대,靑  "긴급재난지원금 5월 13일부터 지급 추진"
11,통과 지급 긴급재난지원금 추경 청와대,[레이더P] 靑 "추경통과땐 긴급재난지원금 내달 13일부터 지급"
11,통과 지급 긴급재난지원금 추경 청와대,[속보] 청와대 "정부  5월13일부터 긴급재난지원금 지급 준비"
11,통과 지급 긴급재난지원금 추경 청와대,[레이더P] 與  2차 추경 최후통첩에…野 "예산심사할 최소한의 자료라도 달라"
11,통과 지급 긴급재난지원금 추경 청와대,[종합] 이인영 "지원금 미뤄 총선敗 분풀이" vs 심재철 "지나가던 개가 웃어"
12,사망자 확진자 연속 환자 전날,천연 기능성 요구르트 개발한 '에코비오스'  당뇨 환자도 먹는다
12,사망자 확진자 연속 환자 전날,美 해군  이틀 연속 남중국해서 작전
12,사망자 확진자 연속 환자 전날,축구도 5월8일 킥오프…韓 스포츠시계 돈다
12,사망자 확진자 연속 환자 전날,"황금연휴 기간 18만명이 제주도 방문"…`눈치 게임`은 끝?
12,사망자 확진자 연속 환자 전날,코로나19 사망자 많은 지역 공통점 보니…놀라운 사실이
12,사망자 확진자 연속 환자 전날,코로나19 사망자 속출에 중국산 `시신가방` 주문 폭증
12,사망자 확진자 연속 환자 전날,4월은 "꽃게 철"…올해도 서해에는 `중조`가 온다
12,사망자 확진자 연속 환자 전날,WHO "유럽 코로나19 사망 절반이 요양원" 각국에 주의 촉구
12,사망자 확진자 연속 환자 전날,日나가사키 크루즈선 확진 91명…한국인 1명은 아직도
12,사망자 확진자 연속 환자 전날,[종합] 코로나19 신규확진 6명·총1만708명…39일만에 사망자 0명
12,사망자 확진자 연속 환자 전날,[2보] 코로나19 신규확진 6명·총1만708명…한달여만에 사망발생 0명
12,사망자 확진자 연속 환자 전날,전격 사퇴한 오거돈 잠적  `연락두절`…어디갔을까?
12,사망자 확진자 연속 환자 전날,[빅데이터로 본 재테크] 개미들 레이더엔 언택트株 드라마·쇼핑 주목
13,직업 답한다면 당신 일자리 부위,[책마을] "직업이 뭐냐"에 짧게 답한다면…당신의 일자리는 사라질수도
14,회장 경찰 부사장 검거 수사,김용수 국경없는과학기술자회 회장
14,회장 경찰 부사장 검거 수사,모친·아들 살해…30대 용의자 검거
14,회장 경찰 부사장 검거 수사,라임 주범들 머문 빌라 계약자는 `의문의 여성`…국제전화로 전화해 모바일로 결제
14,회장 경찰 부사장 검거 수사,경찰  `박사방 송금` 내역 확인 MBC 현직 기자 수사
14,회장 경찰 부사장 검거 수사,가짜 신분증에 택시 7번 갈아타기도…김봉현 `로비 리스트` 나올까
14,회장 경찰 부사장 검거 수사,검거된 `라임사태 핵심` 김봉현  취재진 질문에 `묵묵부답`
14,회장 경찰 부사장 검거 수사,안산 대부도 간 관광객  갯벌 진흙서 끔찍한 광경을…
14,회장 경찰 부사장 검거 수사,라임 `키맨` 김봉현  `라임사태 피해자에 할말 없나` 질문에…묵묵부답
14,회장 경찰 부사장 검거 수사,라임 핵심 이종필·김봉현 검거…검·경 칼날 `비호세력` 정조준
14,회장 경찰 부사장 검거 수사,40대 남성  코로나19 외출금지령 어긴 의붓아들 홧김에…
15,트럼프 보도 미국 부정확 위원장,이천 물류창고 수차례 '화재 위험' 경고받았다
15,트럼프 보도 미국 부정확 위원장,美뉴욕주 무작위검사해보니…14%에 이미 코로나항체
15,트럼프 보도 미국 부정확 위원장,소방청  건조한 날씨·강풍 예보에 화재위험경보 `경계` 발령
15,트럼프 보도 미국 부정확 위원장,애플  메일 앱 결함 해킹 이용 의혹에 "증거 없다"
15,트럼프 보도 미국 부정확 위원장,트럼프의 코로나19 치료법?…"몸에 자외선 쬐거나 소독제 주입"
15,트럼프 보도 미국 부정확 위원장,트럼프 "CNN 김정은 보도 부정확…오래된 문건 이용"
15,트럼프 보도 미국 부정확 위원장,트럼프 "北김정은  괜찮길 바란다"…박지원 "그러니까 의혹 증폭"
15,트럼프 보도 미국 부정확 위원장,[종합] 트럼프 "CNN 보도 부정확…김정은 괜찮길 바란다"
15,트럼프 보도 미국 부정확 위원장,코스피  美 경제 재개 지연 우려에 약세 출발
15,트럼프 보도 미국 부정확 위원장,트럼프 "CNN 보도 부정확…김정은 괜찮길 바란다"
15,트럼프 보도 미국 부정확 위원장,"유정 폐쇄 시작" 산유량 감소 예고에 국제유가 이틀간 40% 급반등
15,트럼프 보도 미국 부정확 위원장,트럼프  김정은 건강이상설 CNN 보도에 "부정확하다"
15,트럼프 보도 미국 부정확 위원장,[속보] 트럼프  김정은 건강이상설 CNN 보도에 "부정확"
15,트럼프 보도 미국 부정확 위원장,`코로나와 동떨어진 세상`…이방카-쿠슈너 부부  명절맞이 가족여행 논란
16,학교 강화 권호열 정보통신정책연구원장 개학,정보통신정책연구원장에 권호열 교수
16,학교 강화 권호열 정보통신정책연구원장 개학,야심차게 출범한 롯데ON  2% 부족했던 점은…
16,학교 강화 권호열 정보통신정책연구원장 개학,"강화한 화재 안전대책 왜 작동 안했나 살펴야"
16,학교 강화 권호열 정보통신정책연구원장 개학,속옷 빨래 숙제 낸 초등교사…'임용고시'는 왜 못 걸렀나?
16,학교 강화 권호열 정보통신정책연구원장 개학,서울시  직원 성폭행 사건에 "책임 통감하며 사과"
16,학교 강화 권호열 정보통신정책연구원장 개학,학교 99% 이상 `등교방역` 준비 마쳐…정부 "등교 시기 신중히 협의"
16,학교 강화 권호열 정보통신정책연구원장 개학,폭행 징계 10년 후 성추행도 징계…법원 "이중징계 아냐"
16,학교 강화 권호열 정보통신정책연구원장 개학,성범죄 가담 예비교원 `교사 안돼`…교육부  관련 조항 신설 추진
16,학교 강화 권호열 정보통신정책연구원장 개학,"긴급돌봄도 대기표 받으래요"…속타는 맞벌이 가정
17,욱일중수장 수훈 하영선 이사장 부위,하영선 이사장  日 '욱일중수장' 수훈
18,감염 병원 대학생 100 아니다,개강 앞둔 교수 "대학생은 감염돼도 100% 완치"
18,감염 병원 대학생 100 아니다,72일 만에 지역 감염 0명…의료계 "안심할 때 아니다"
18,감염 병원 대학생 100 아니다,집단감염 발생했던 재활병원서 대체인력 못구하자…
19,삼성전자 특허 sk하이닉스 투자 빅데이터,삼성전자·SK하이닉스  美 빅데이터 업체 투자
19,삼성전자 특허 sk하이닉스 투자 빅데이터,삼성전자  5G 관련 특허 전세계 1위…2633건 출원
